GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1000136,110013294087,2023,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,Central Wisconsin Electric Cooperative Inc,10401 Lystul Rd,Rosholt,WI,54473,0.8,221112
1000136,110013294087,2023,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,Integrys Energy Group Inc,130 E Randolph,Chicago,IL,60601,13.8,221112
1000136,110013294087,2023,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,ALLIANT ENERGY CORP,4902 N. Biltmore Lane,Madison,WI,53718,73.8,221112
1000136,110013294087,2023,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,MGE Energy Inc,133 S. Blair Street,Madison,WI,53701,3.4,221112
1000137,110071159238,2023,ST. CROIX VALLEY NATURAL GAS CO.,415 S. SECOND ST.,RIVER FALLS,WI,54022,PIERCE COUNTY,ST CROIX VALLEY NATURAL GAS CO INC,415 S. Second St.,River Falls,WI,54022,100,221210
1000138,110006764171,2023,Lawrenceburg Energy Facility,582 W EADS PARKWAY,LAWRENCEBURG,IN,47025,Dearborn,LIGHTSTONE GENERATION LLC,500 Alexander Park Drive,Princeton,NJ,08540,100,221112
1000140,110071161996,2023,SONNEBORN LLC/PETROLIA PLT,100 SONNEBORN LN,PETROLIA,PA,16050,BUTLER COUNTY,HF SINCLAIR CORP,"2828 N Harwood, Sutie 1300",Dallas,TX,75201,100,324199
1000141,110031381109,2023,Blue Spruce Energy Center,1751 N POWHATON RD,AURORA,CO,80019,Adams,XCEL ENERGY INC,414 Nicollet Mall,Minneapolis,MN,55401,100,221112
1000143,110007162355,2023,UNIV OF OK HEALTH S/OKC CAMPUS SVCS,800 NE 15TH ST,OKLAHOMA CITY,OK,73104,OKLAHOMA COUNTY,UNIVERSITY OF OKLAHOMA,660 Parrington Oval,Norman,OK,73019,100,611310
1000144,110055650371,2023,Chehalis Generation Facility,1813 BISHOP ROAD,CHEHALIS,WA,98532,Lewis,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,100,221112
1000145,110071159499,2023,Harrison County Power Project,12039 SH 43 SOUTH,MARSHALL,TX,75670,Harrison,NORTHEAST TEXAS ELECTRIC COOPERATIVE INC,"2221 H G Mosley Parkway, #100",Longview,TX,75604,55,221112
1000145,110071159499,2023,Harrison County Power Project,12039 SH 43 SOUTH,MARSHALL,TX,75670,Harrison,EAST TEXAS ELECTRIC COOPERATIVE INC,2905 Westward Drive,Nacogdoches,TX,75964,45,221112
1000146,110017810662,2023,Lower Mount Bethel Energy,6079 DU PUES FERRY ROAD,BANGOR,PA,18013,Northampton,TALEN ENERGY CORP,"1725 Hughes Landing Blvd, Suite 800",The Woodlands,TX,77380,100,221112
1000147,110065165662,2023,Larkspur Energy Faciity,9355 OTAY MESA ROAD,SAN DIEGO,CA,92154,San Diego,MITSUBISHI CORP (AMERICAS),"655 Third Avenue, 5Th Floor",New York,NY,10017,100,221112
1000148,110012215913,2023,"Chambersburg Units 12,13",ALLEMAN ROAD,CHAMBERSBURG,PA,17201,Franklin,"LS Power Development, LLC","One Tower Center Blvd., 21st Floor",East Brunswick,NJ,08816,100,221112
1000150,110024419244,2023,Chuck Lenzie Generating Station,11405 US HIGHWAY 93,APEX,NV,89124,Clark,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,100,221112
1000151,110017994376,2023,Peno Creek Energy Center,16303 PIKE 43,BOWLING GREEN,MO,63334,Pike,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1000152,110071159614,2023,Crossroads Energy Center (CPU),240 HICKS ST,CLARKSDALE,MS,38614,Coahoma,CLARKSDALE PUBLIC UTILITIES COMMISSION,416 Third Street,Clarksdale,MS,38614,100,221112
1000153,110044905216,2023,"Hanging Rock Power Company, LLC",1395 COUNTY RD 1A,IRONTON,OH,45638,Lawrence,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100,221112
1000156,110066942526,2023,Cleveland-Cliffs Steel LLC,3210 WATLING ST,EAST CHICAGO,IN,46312,Lake,CLEVELAND-CLIFFS INC,"200 Public Square, Suite 3300",Cleveland,OH,44114,100,331110
1000157,110071159594,2023,Hardin Generating Station,RT 1 BX 1144A SUGAR FACTORY RD,HARDIN,MT,59034,Big Horn,HEOROT POWER HOLDINGS LLC,9 Federal Street,Easton,MD,21601,100,221112
1000158,110007235269,2023,Ascend (Decatur Plant),1050 CHEMSTRAND AVENUE,DECATUR,AL,35601,Morgan,ASCEND PERFORMANCE MATERIALS HOLDINGS INC,"1010 Travis Street, Suite 900",Houston,TX,77002,100,325199
1000159,110000366318,2023,US Steel (Fairfield Works),5700 VALLEY ROAD,FAIRFIELD,AL,35064,Jefferson,US STEEL CORP,600 Grant Street,Pittsburgh,PA,15219,100,331110
1000161,110001187876,2023,Redding Power Plant,17120 CLEAR CREEK ROAD,REDDING,CA,96001,Shasta,CITY OF REDDING CALIFORNIA,777 Cypress Ave,Redding,CA,96001,100,221112
1000162,110022766096,2023,Lordsburg Generating Station,2 POWER PLANT ROAD,LORDSBURG,NM,88045,Hidalgo,PNM RESOURCES INC,414 Silver Avenue Sw,Albuquerque,NM,87102,100,221112
1000163,110010431648,2023,Mill Creek Combustion Turbine Sta,317 ELM ROAD,BLACKSBURG,SC,29702,Cherokee,DUKE ENERGY CORP,550 S Tryon Street,Charlotte,NC,28202,100,221112
1000165,110071159595,2023,Purdue University-Wade Utility,419 South Grant Street,West Lafayette,IN,47907,Tippecanoe,STATE OF INDIANA,200 West Washington Street,Indianapolis,IN,46204,100,611310
1000166,110037266990,2023,"WestRock Kraft Paper, LLC",100 GASTON ROAD,ROANOKE RAPIDS,NC,27870,Halifax,WESTROCK CO,"1000 Abernathy Road Ne, Suite 125",Atlanta,GA,30328,100,322120
1000168,110040566633,2023,Washington Power Generation LLC,859 ST RT 83,BEVERLY,OH,45715,Washington,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100,221112
1000169,110007399396,2023,Raccoon Creek Power Plant,676 CYPRESS DRIVE,FLORA,IL,62839,Clay,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1000170,110021167011,2023,Newington Energy,200 SHATTUCK WAY,NEWINGTON,NH,03801,Rockingham,ESSENTIAL POWER LLC,"13860 Ballantyne Corporate Place, Suite 300",Charlotte,NC,28277,100,221112
1000171,110014338537,2023,Choctaw County Gen,2446 HIGHWAY 407 WEST,FRENCH CAMP,MS,39745,Choctaw,ENTERGY CORP,"639 Loyola Ave, Suite 300",New Orleans,LA,70113,100,221112
1000173,110015836069,2023,DTE East China,4490 NORTH RIVER RD,EAST CHINA,MI,48054,Saint Clair,DTE ENERGY CO,One Energy Plaza,Detroit,MI,48226,100,221112
1000174,110022531606,2023,"Buchanan Units 1, 2",RT 626 OFF RT 460,KEEN MOUNTAIN,VA,24631,Buchanan,"LS Power Development, LLC","One Tower Center Blvd., 21st Floor",East Brunswick,NJ,08816,100,221112
1000175,110013666425,2023,Los Esteros Critical Energy Fac,800 THOMAS FOON CHEW WAY,SAN JOSE,CA,95134,Santa Clara,CPN MANAGEMENT LP,"40 Beechwood Road,",Summit,NJ,07901,100,221112
1000176,110043969738,2023,LAKE COUNTY CENTRAL PHASE I LANDFILL,13130 COUNTY LANDFILL ROAD,TAVARES,FL,32778,LAKE COUNTY,Lake County Board of County Commissioners,P.O Box 7800,Tavares,FL,32778,100,562212
1000179,110070795039,2023,Bernville Station,306 Station Rd,Robesonia,PA,19551,Berks,Enbridge (US) Inc,915 North Eldridge Parkway,Houston,TX,77079,100,486210
1000180,110010283273,2023,Shermans Dale Station,425 TEXAS EASTERN RD,SHERMANS DALE,PA,17090,Perry,Enbridge (US) Inc,915 North Eldridge Parkway,Houston,TX,77079,100,486210
1000181,110014356990,2023,Pyramid Generating Station,53 RAMOS FARMS ROAD,LORDSBURG,NM,88045,Hidalgo,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,1100 W. 116Th Avenue,Westminster,CO,80234,100,221112
1000182,110067391067,2023,Kalkaska Ct Project #1,1750 PROUGH ROAD SW,KALKASKA,MI,49646,Kalkaska,MICHIGAN PUBLIC POWER AGENCY,809 Centennial Way,Lansing,MI,48917,100,221112
1000183,110000395117,2023,Pixelle Specialty Solutions LLC,232 East 8th Street,CHILLICOTHE,OH,45601,Ross,PIXELLE SPECIALTY SOLUTIONS LLC,228 South Main Street,Spring Grove,PA,17362,100,322120
1000184,110001867132,2023,DARTCO OF TEXAS WAXAHACHIE SITE,850 SOLON ROAD,WAXAHACHIE,TX,75165,ELLIS COUNTY,DART CONTAINER CORP,500 Hogsback Road,Mason,MI,48854,100,326140
1000185,110015663735,2023,Magnet Cove Generating Station,410 HENDERSON ROAD,MALVERN,AR,72104,Hot Spring,ARKANSAS ELECTRIC COOPERATIVE CORP,1 Cooperative Way,Little Rock,AR,72209,100,221112
1000186,110000393333,2023,Procter & Gamble Company - Ivorydale,5201 SPRING GROVE AVE,CINCINNATI,OH,45217,Hamilton,THE PROCTER & GAMBLE CO,1 Procter And Gamble Plaza,Cincinnati,OH,45202,81.3,325611
1000186,110000393333,2023,Procter & Gamble Company - Ivorydale,5201 SPRING GROVE AVE,CINCINNATI,OH,45217,Hamilton,DTE ENERGY CO,One Energy Plaza,Detroit,MI,48226,18.7,325611
1000190,110011385571,2023,Silver Creek Generating Plant,217 MOSES LANE,PRENTISS,MS,39474,Jefferson Davis,COOPERATIVE ENERGY A MISSISSIPPI ELECTRIC COOPERATIVE,7037 Us Hwy 49,Hattiesburg,MS,39402,100,221112
1000191,110001516878,2023,BUTLER COUNTY LANDFILL INCORPORATED,3588 R RD,DAVID CITY,NE,68632,BUTLER COUNTY,WASTE CONNECTIONS US INC,"3 Waterway Square Place, Suite 110",The Woodlands,TX,77380,100,562212
1000192,110058928424,2023,Labadie,226 LABADIE POWER PLANT ROAD,LABADIE,MO,63055,Franklin,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1000193,110000583850,2023,INTERNATIONAL WAXES INC,45 Route 446,SMETHPORT,PA,16749,MCKEAN COUNTY,THE INTERNATIONAL GROUP INC,1100 East Main Street,Titusville,PA,16354-0128,100,324199
1000196,110035614234,2023,International Paper - Pensacola Mill,375 Muscogee Rd,CANTONMENT,FL,32533,ESCAMBIA COUNTY,INTERNATIONAL PAPER CO,6400 Poplar Avenue,Memphis,TN,38197,100,322130
1000197,110011457538,2023,NATIONAL BEEF PACKING CO L.L.C.,2000 EAST TRAIL STREET,DODGE CITY,KS,67801,FORD COUNTY,NBM US HOLDINGS INC,"12200 N Ambassador Drive, Suite 500",Kansas City,MO,64163,81.74,311611
1000197,110011457538,2023,NATIONAL BEEF PACKING CO L.L.C.,2000 EAST TRAIL STREET,DODGE CITY,KS,67801,FORD COUNTY,TMK HOLDINGS LLC,10016 NW Skyview Avenue,Kansas City,MO,64154,0.76,311611
1000197,110011457538,2023,NATIONAL BEEF PACKING CO L.L.C.,2000 EAST TRAIL STREET,DODGE CITY,KS,67801,FORD COUNTY,US PREMIUM BEEF LTD,12200 N Ambassador Drive,Kansas City,MO,64163,15.06,311611
1000197,110011457538,2023,NATIONAL BEEF PACKING CO L.L.C.,2000 EAST TRAIL STREET,DODGE CITY,KS,67801,FORD COUNTY,NBPCO HOLDINGS LLC,891 Two Rivers Drive,Dakota Dunes,SD,67049,2.44,311611
1000198,110008054773,2023,LEHIGH WHITE CEMENT CO LLC,200 HOKES MILL ROAD,YORK,PA,17404,YORK COUNTY,LEHIGH WHITE CEMENT CO LLC,1601 Forum Place Suite 1110,West Palm Beach,FL,33401,100,327310
1000201,110012629904,2023,UNIVERSITY OF TENNESSEE STEAM PLANT,1617 LAKE LOUDON BOULEVARD,KNOXVILLE,TN,37996,KNOX COUNTY,UNIVERSITY OF TENNESSEE,2040 Sutherland Avenue,Knoxville,TN,37996,100,611310
1000203,110008694975,2023,Lakefield Junction Generating,2159 20TH AVE,TRIMONT,MN,56176,Martin,GREAT RIVER ENERGY,12300 Elm Creek Blvd N,Maple Grove,MN,55369,100,221112
1000205,110071161799,2023,Okaloosa Gas District,364 Valparaiso Pkwy,Valparaiso,FL,32580,OKALOOSA COUNTY,OKALOOSA GAS DISTRICT,364 Valparaiso Pky,Valparaiso,FL,32580,100,221210
1000206,110062000276,2023,Burrillville,54 Algonquin Lane,Pascoag,RI,02859,PROVIDENCE COUNTY,Enbridge (US) Inc,915 North Eldridge Parkway,Houston,TX,77079,100,486210
1000207,110012561021,2023,Grays Harbor Energy Center,401 Keys Rd,Elma,WA,98541,GRAYS HARBOR COUNTY,INVENERGY LLC,"1 S. Wacker Drive, Suite 1800",Chicago,IL,60606,50,221112
1000207,110012561021,2023,Grays Harbor Energy Center,401 Keys Rd,Elma,WA,98541,GRAYS HARBOR COUNTY,GRAYS HARBOR ENERGY LLC,401 Keys Road,Elma,WA,98541,50,221112
1000211,110017390839,2023,Elk River,17845 EAST HIGHWAY 10,ELK RIVER,MN,55330,Sherburne,GREAT RIVER ENERGY,12300 Elm Creek Blvd N,Maple Grove,MN,55369,100,221112
1000213,110043970744,2023,Trace Dehydration Facility,509 Natchez Trace Road,Canton,MS,39046,MADISON COUNTY,DENBURY INC,"5851 Legacy Circle, Suite 1200",Plano,TX,75024,100,211120
1000214,110000592788,2023,Cleveland-Cliffs Steel Corporation,6500 N US HIGHWAY 231,ROCKPORT,IN,47635,SPENCER COUNTY,CLEVELAND-CLIFFS INC,"200 Public Square, Suite 3300",Cleveland,OH,44114,100,331110
1000215,110030747645,2023,POLK COUNTY LANDFILL,3477 FM 942 W,LEGGETT,TX,77350,POLK COUNTY,POLK COUNTY AUTHORIZED AGENT,"101 WEST MILL STREET, SUIT 286",LIVINGSTON,TX,77351,100,562212
1000216,110071161347,2023,Kekaha Landfill,6900D Kaumualii Highway,Kekaha,HI,96752,KAUAI COUNTY,COUNTY OF KAUAI HAWAII,"4444 Rice Street, Room 295",Lihue,HI,96766,100,562212
1000217,110002225976,2023,"CHAMBERS OF MISSISSIPPI INC, CLEARVIEW ENVIRONMENTAL CONTROL FACILITY LANDFILL",2253 MUDLINE ROAD,LAKE,MS,39092,SCOTT COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100,562212
1000218,110013931763,2023,PINE RIDGE RECYCLING & DISPOSAL,5400 REX DR,WINTER GARDEN,FL,34787,ORANGE COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100,562212
1000219,110000422524,2023,French Island,200 SOUTH BAINBRIDGE STREET,LA CROSSE,WI,54603,La Crosse,XCEL ENERGY INC,414 Nicollet Mall,Minneapolis,MN,55401,100,221112
1000222,110017414172,2023,Sumpter Plant,8509 RAWSONVILLE ROAD,BELLEVILLE,MI,48111,Wayne,WOLVERINE POWER SUPPLY COOPERATIVE INC,10125 W. Watergate Road,Cadillac,MI,49601,100,221112
1000223,110014336806,2023,Greater Des Moines Energy Center,4401A CARLISLE RD,PLEASANT HILL,IA,50317,Polk,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,100,221112
1000228,110000350478,2023,International Paper - New Bern Mill,1785 Weyerhaeuser Road,Vanceboro,NC,28586,Craven,INTERNATIONAL PAPER CO,6400 Poplar Avenue,Memphis,TN,38197,100,322110
1000229,110071161106,2023,Domtar Paper Company LLC - Plymouth,NC HWY 149 N,PLYMOUTH,NC,27962,Martin,DOMTAR CORP,234 Kingsley Park Dr.,Fort Mill,SC,29715,100,322110
1000230,110009846480,2023,Blue Ridge Paper Products LLC,175 MAIN ST,CANTON,NC,28716,Haywood,EVERGREEN PACKAGING GROUP HOLDINGS INC,1900 W Field Court,Lake Forest,IL,60045,100,322110
1000232,110071161107,2023,Eastman Chemical Company,EASTMAN ROAD AND LINCOLN ST,KINGSPORT,TN,37662,Sullivan,Eastman Chemical Co,100 North Eastman Road,Kingsport,TN,37660,100,325211
1000233,110071161108,2023,US Steel (Edgar Thomson),13th Street and Braddock Avenue,Braddock,PA,15104,Allegheny,US STEEL CORP,600 Grant Street,Pittsburgh,PA,15219,100,331110
1000234,110006710684,2023,The University of NC Chapel Hill,501 CAMERON AVE,CHAPEL HILL,NC,27599,Orange,STATE OF NORTH CAROLINA,2 South Salisbury St.,Raleigh,NC,27601-2903,100,611310
1000236,110006010583,2023,Portside Energy,6290 US HWY 12,PORTAGE,IN,46368,Porter,PERC HOLDINGS 1 LLC,"2215 South York Road, Suite 202",Oak Brook,IL,60523,100,221122
1000237,110013372974,2023,Sundance Power Plant,2060 SUNDANCE ROAD,CASA GRANDE,AZ,85228,Pinal,PINNACLE WEST CAPITAL CORP,400 N. 5Th Street,Phoenix,AZ,85004,100,221112
1000240,110000359950,2023,"SP Fiber Technologies Southeast, LLC",709 PAPERMILL ROAD,DUBLIN,GA,31027,LAURENS COUNTY,WESTROCK CO,"1000 Abernathy Road Ne, Suite 125",Atlanta,GA,30328,100,322120
1000241,110009523319,2023,Kyrene Generating Station,7005 S KYRENE RD,TEMPE,AZ,85283,Maricopa,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,1500 N Mill Avenue,Tempe,AZ,85281,100,221112
1000243,110000790653,2023,Holcim (US) INC JOPPA PLANT,2500 PORTLAND RD,GRAND CHAIN,IL,62941,MASSAC COUNTY,HOLCIM PARTICIPATIONS (US) INC,"8700 W. Bryn Mawr Ave., Suite 300N",Chicago,IL,60631,100,327310
1000244,110013329558,2023,Bennett Mountain Power Project,2750 NE Industrial Way,Mountain Home,ID,83647,Elmore,IDACORP INC,1221 West Idaho Street,Boise,ID,83702,100,221112
1000245,110022357251,2023,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",17950 98TH ST SE,FAIRMOUNT,ND,58030,RICHLAND COUNTY,Enbridge (US) Inc,915 North Eldridge Parkway,Houston,TX,77079,50,486210
1000245,110022357251,2023,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",17950 98TH ST SE,FAIRMOUNT,ND,58030,RICHLAND COUNTY,"Alliance Pipeline, Inc","7701 France Ave South, Ste 600",Edina,MN,55435,50,486210
1000246,110005972224,2023,Frank M Tait Station,2101 ARBOR BLVD,MORAINE,OH,45439,Montgomery,ROCKLAND POWER PARTNERS II LP,"24 Waterway Avenue, Suite 400",The Woodlands,TX,77380,100,221112
1000247,110070878844,2023,SIGNAL MOUNTAIN CEMENT CO,1201 SUCK CREEK ROAD,CHATTANOOGA,TN,37405,HAMILTON COUNTY,RC LONESTAR INC,"100 Brodhead Road, Suite 230",Bethlehem,PA,18017,100,327310
1000248,110000409291,2023,"Otsego Paper, Inc.",320 NORTH FARMER ST,OTSEGO,MI,49078,Allegan,USG CORP,550 W. Adams Street,Chicago,IL,60661,100,322120
1000249,110022398369,2023,West Campus Cogeneration Facility,515 WALNUT ST,MADISON,WI,53701,Dane,MGE ENERGY INC,133 S Blair Street,Madison,WI,53788,100,221112
1000250,110001697049,2023,Santan,1005 S VAL VISTA DRIVE,GILBERT,AZ,85296,Maricopa,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,1500 N Mill Avenue,Tempe,AZ,85281,100,221112
1000251,110070560439,2023,Grant Town Power Plant,228 ABPP Drive,GRANT TOWN,WV,26574,Marion,AMERICAN BITUMINOUS POWER PARTNERS LP,Highway 17,Grant Town,WV,26574,100,221112
1000253,110000344903,2023,Morgantown Energy Facility,555 BEECHURST AVE,MORGANTOWN,WV,26505,Monongalia,VICINITY ENERGY INC,"100 Franklin St., 2nd Floor",Boston,MA,02110,100,221330
1000254,110000875367,2023,Eagle Natrium LLC - Natrium Plant,"15696 Energy Road, State Route 2",Proctor,WV,26055,Marshall,WESTLAKE CHEMICAL CORP,"2801 Post Oak Blvd, Suite 600",Houston,TX,77056,100,325180
1000255,110002400731,2023,"Odyssey Energy Altura Cogen, LLC",2330 SHELDON ROAD,CHANNELVIEW,TX,77530,Harris,ODYSSEY ENERGY ALTURA COGEN LLC,2330 Sheldon Road,Channelview,TX,77530,100,221112
1000256,110000870013,2023,"WestRock Virginia, Covington",104 EAST RIVERSIDE ST,COVINGTON,VA,24426,Alleghany,WESTROCK CO,"1000 Abernathy Road Ne, Suite 125",Atlanta,GA,30328,100,322130
1000258,110000560492,2023,International Paper-Franklin Mill,34040 UNION CAMP DR,FRANKLIN,VA,23851,Isle of Wight,INTERNATIONAL PAPER CO,6400 Poplar Avenue,Memphis,TN,38197,100,322120
1000260,110057387420,2023,Cleveland-Cliffs Weirton LLC,100 Pennsylvania Avenue,WEIRTON,WV,26062,Hancock,CLEVELAND-CLIFFS INC,"200 Public Square, Suite 3300",Cleveland,OH,44114,100,331110
1000261,110017414742,2023,Ingredion Incorporated Argo Plant,6400 SOUTH ARCHER AVE,BEDFORD PARK,IL,60501,Cook,INGREDION INC,5 Westbrook Corporate Center,Westchester,IL,60154,100,311221
1000262,110070310209,2023,"WestRock Coated Board, LLC",1817 Highway 165 South,PHENIX CITY,AL,36868,Russell,WESTROCK CO,"1000 Abernathy Road Ne, Suite 125",Atlanta,GA,30328,100,322130
1000263,110071160660,2023,Gordonsville Power Station,819 Hill Road,GORDONSVILLE,VA,22942,Louisa,DOMINION ENERGY INC,120 Tredegar St,Richmond,VA,23219,100,221112
1000264,110043795275,2023,Goose Creek Power Plant,760 EAST 2150 NORTH ROAD,MONTICELLO,IL,61856,Piatt,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1000265,110017805730,2023,Fayette Energy Facility,100 ENERGY DRIVE,MASONTOWN,PA,15461,Fayette,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100,221112
1000267,110071160661,2023,Edgewood Energy,WEST END CAMPUS ROAD,BRENTWOOD,NY,11717,Suffolk,J POWER USA DEVELOPMENT CO LTD,"1900 East Golf Road, Suite 1030",Schaumburg,IL,60173,100,221112
1000268,110070696981,2023,Shoreham Energy,227 N COUNTY RD,SHOREHAM,NY,11719,Suffolk,J POWER USA DEVELOPMENT CO LTD,"1900 East Golf Road, Suite 1030",Schaumburg,IL,60173,100,221112
1000269,110032885723,2023,Marcus Hook Energy Center - MH750,100 Green Street,Marcus Hook,PA,19061,Delaware,JERA ENERGY AMERICA LLC,1980 Post Oak Blvd Ste 1750,Houston,TX,77056-3839,50,221112
1000269,110032885723,2023,Marcus Hook Energy Center - MH750,100 Green Street,Marcus Hook,PA,19061,Delaware,Lotus Infrastructure Partners,5 Greenwich Office Park 2nd Floor,Greenwich,CT,06831,50,221112
1000270,110071160662,2023,Valencia Power Plant,55 CHRISTINE DRIVE,BELEN,NM,87002,Valencia,SOUTHWEST GENERATION OPERATING CO LLC,"600 17Th St, Suite 2400S",Denver,CO,80202,100,221112
1000271,110071160664,2023,Rocky Mountain Energy Center,6211 WELD COUNTY RD 51,KEENESBURG,CO,80643,Weld,XCEL ENERGY INC,414 Nicollet Mall,Minneapolis,MN,55401,100,221112
1000272,110000745114,2023,UCC South Charleston Plant,MACCORKLE AVE,SOUTH CHARLESTON,WV,25303,Kanawha,DOW INC,2211 H H Dow Way,Midland,MI,48642,100,325199
1000273,110000343922,2023,"GP Big Island, LLC",9363 Lee Jackson Hwy,BIG ISLAND,VA,24526,Bedford,KOCH INDUSTRIES INC,"4111 E 37th Street North, Wichita, KS 67220-3298",Wichita,KS,67220-3298,100,322130
1000274,110000392557,2023,Cleveland-Cliffs Steel Corporation - Middletown Works,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,Butler,CLEVELAND-CLIFFS INC,"200 Public Square, Suite 3300",Cleveland,OH,44114,100,331110
1000276,110000587179,2023,INV. Camden Plant,643 HIGHWAY 1 SOUTH,LUGOFF,SC,29078,Kershaw,KOCH INDUSTRIES INC,4111 E 37Th Street North,Wichita,KS,67220-3298,100,325211
1000277,110020013590,2023,Jasper County Generating Facility,10719 PURRYSBURG ROAD,HARDEEVILLE,SC,29927,Jasper,DOMINION ENERGY INC,120 Tredegar St,Richmond,VA,23219,100,221112
1000278,110027833441,2023,Walter M. Higgins III Generating Station,1275 E PRIMM BLVD,PRIMM,NV,89019,Clark,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,100,221112
1000279,110015980385,2023,Feather River Energy Center,202 BURNS DRIVE,YUBA CITY,CA,95993,Sutter,CPN MANAGEMENT LP,"40 Beechwood Road,",Summit,NJ,07901,100,221112
1000282,110003256066,2023,"DTE Calvert City, LLC",480 N MAIN,CALVERT CITY,KY,42029,Marshall,DTE ENERGY CO,One Energy Plaza,Detroit,MI,48226,100,221330
1000283,110015375556,2023,Henrietta Peaker Plant,16027 25TH AVE,LEMOORE,CA,93245,Kings,MIDDLE RIVER POWER LLC,"200 W Madison Street, Suite 3810",Chicago,IL,60606,100,221112
1000284,110012147747,2023,Beatrice,20261 SW 61ST RD,BEATRICE,NE,68310,Gage,NEBRASKA PUBLIC POWER DISTRICT,1414 15Th Street,Columbus,NE,68601,100,221112
1000286,110071160865,2023,Naval Station - Great Lakes,"310 Seabee Way, Bldg. 1H",Great Lakes,IL,60088,LAKE COUNTY,US GOVERNMENT,,,,,,928110
1000287,110060998390,2023,BLACK HAWK COUNTY SANITARY LANDFILL,1509 EAST WASHBURN ROAD,WATERLOO,IA,50701,BLACK HAWK COUNTY,COUNTY OF BLACK HAWK IOWA,"229 East Park Ave, Po Box 208",Waterloo,IA,50704,100,562212
1000288,110019162671,2023,Freeport Power Plant No. 2,289 BUFFALO AVE,FREEPORT,NY,11520,Nassau,FREEPORT ELECTRIC,220 West Sunrise Highway,Freeport,NY,11520,100,221112
1000290,110002380049,2023,Heidelberg Materials US Cement LLC,313 WARREN STREET,GLENS FALLS,NY,12801,Warren,HANSON LEHIGH INC,"7660 Imperial Way, Suite 200",Allentown,PA,18195,100,327310
1000291,110060882567,2023,WESTMORELAND SANITARY LDFL,111 CONNER LN,BELLE VERNON,PA,15012,WESTMORELAND COUNTY,WESTMORELAND WASTE LLC,111 Conner Lane,Belle Vernon,PA,15012-4519,100,562212
1000292,110071160866,2023,Greater Dickson Gas Authority,605 East Walnut Street,Dickson,TN,37055,DICKSON COUNTY,GREATER DICKSON GAS AUTHORITY,605 East Walnut Street,Dickson,TN,37055,100,221210
